text,label
@Jonathan_Ross Epic.,positive
Almost have my 1st sock of week 3 done.  And it's only the first day of the week.,positive
@doubletaps,positive
@misterprince Still have not seen that!,negative
Afternoon coffee with Qi Qi,positive
@MikeyPiff   u should have drank hot milk..,negative
Back to work and the sun is shining. At least the studio has lots of natural light. Who am I kidding? I have a 1 sqft window,negative
"@parachoot thank you! I've had my feet up with ubat on it for hours. Long story, when are we going to bump into each other",negative
"@LindytheCav How did your mommy help you stop barking? My mommy has tried lots of stuff, but I'm still sad when she leaves",negative
@Roadrunner_UK Urgh.  Jealous.  Of all of the above.  Soooo wanted to go to Download.,negative
signed 3 tracks for Pure Funk Records today,positive
"off to college, but a bit worried today... have to go to the dentist this afternoon",negative
@hxcfairy No wonder we're married.   Night love. &lt;3,positive
@Kikirowr with more than a half dozen of his brothers and sisters. some of them didn't make it.,negative
first week without a job!  scary thought!,negative
@luanalani ye im a later in the day type of guy,positive
@carlylizzie22 shee just left  doeeee im gonna miss youuu lizzies on my facebook and omg this girl thinks were crazy,negative
@bobbyllew It will be good test driving conditions to report back to Tesla Headquarters on how it performs under UK weather,positive
Halp! I r drowning under paperwork for detentions! Damn j00 year 8!!!,negative
just found out some sad news about her favorite magazine...,negative
Has just been woken up by calls from crazy friends in London - I miss the all-night parties...,negative
@TomFelton Just to confirm here Tom - am I right in saying that HP will be out on 15th in America but not until 17th in UK &amp; Ireland?,negative
"@Trinitywillow Not too much!  Was going to see a movie tonight- But decided to stay in.. One more day, then back to work",negative
"trying to toilet train my 3yr old 4 wks, not going well I have washed so many pairs of underwear this week its an epic ecological crime",negative
Wahhhhh - so sad I'm missing WordCamp - love hearing from the peeps who are there though,positive
@_ANNiCA_:Lmfao!! Yea it does suck... If it aint thing its anotha... I miss my comp     Rio (G.M.B),negative
@KrisWilliams81 wishing for a little rain in the mojave desert.,negative
Goodnight. HSM3?,positive
M62.. pouring rain.. But Phoenix album keeping things sunny! GO GEDDIT,positive
margaritaville party in my mouth! Delicious,positive
is making breakfast .,positive
dane cook in 4 DAYS! And..I seriously can't wait,positive
@lovinglifelady very cute saying,positive
@OvidPerl You'll run out of fingers to put rings on soon.,positive
"@Pink YOU rocked last night. Thank you for the best evening. So much more than I expected!! Awesome, I am still smiling",positive
"@Jayce_Kay Thanks, it's good to hear you like it",positive
@denniseatsfood hahaha thanks so much!!   &lt;3,positive
I adore this weather =] but it sucks when you have a weird head ache,negative
@0halysssa WHY ARE YOU LEAVING ME?!!?!?,negative
good afternoon folks....i wish the rain would go away,negative
@dknyism i want to send you proper ones but i don't have the time this week,negative
Follow Friday: @martinimisty @katfishh @till1025 @MissLissXo @tommy2net @schoolzonetour @shineonmedia @markandjames @one_call @wegmusic,positive
back to work,negative
@clairelouise2 aurghhh that sucks!!!  I would DIE if someone steals mine!!!,negative
@joshtastic1 yeh but have to go to work at 12,negative
@mobarger That sounds familiar! You may have told me that one of the times I drove by and DIDN'T stop.,positive
@a a reason could be outlook 2007 with it's very very poor ms word-based html rendering engine out of the last century,negative
I feel like such a meanie.,negative
Roger federer won last nyt!!! Thought he'll lose so i just slept!  Gonna watch the replay later. Congrats roger!! He's in the finals!!,positive
@Previnardo thanks for the indirect/direct reality checks..it levels me,positive
@30SECONDSTOMARS Much love and respect for your concern. Very admirable.,positive
finally stopped crying  i miss my baby so much,negative
@LucasCruikshank Hey Lucas! When will you be uploading new Fred videos onto YouTube?  Hope you tweet back.,positive
"@sophiebenjamin wow, great article and images, holding still a moment in time to look at in detail and turn over inour hand.  Thanks mate",positive
@R1CC1 So am I I'm listening to Glady's Knight/The Pips ''Save The Overtime For Me'' on Music Chice R&amp;B Classics channel,positive
i really want chipotle for dinner..but i only have a dollar  mann...this broke college student thing is no joke!,negative
@griner I'm so sorry for your loss.,negative
"@rocboyjig it really hasn't started...i'm experiencing a slight hangover, so i feel awful  but i'm good though",negative
Playing NASCAR 07 I miss my baby,negative
And happy star wars day,positive
have been to portugal. and spain. and has a sore throat. scary?,positive
"Eno, we'll miss u girl.. Rest in peace dalam lindungan Allah SWT yah.. Amin",negative
@kaigani I've always got a Vodafone 3G prepay in the bottom of my bag just in case,positive
"@xsub1 Better now, thanks",positive
@michaeljritchie Ended up ordering a load of books because they never had the ones I want in store,negative
Can't sleep  there's someone ::cough:@sE_souL) missing next to me,negative
is up getting ready for church,positive
And my door mat went where? It was here when I came home earlier and now just out a sec at Deli de Luca it is gone...! That's strange,positive
@Jackeetm no my pics are not set to private. i don't know why they aren't showing up.,negative
"Cure me, cure me, cure me!!!!!  I don't like being sick.",negative
"@DENISE_RICHARDS I remember my daughter 4th Bday, seems so long ago! Hold them close! B4 u know it they'll be teenagers!",negative
@ddlovato demii your amazingggg! what happend to your facebook?  mwaa take careeeee &amp; keep inspiringgg me  lovee youuuuuu mwaa xx,negative
"@lewiseason Two glitches in my Tweet: 1)You're right, it was always &quot;processor&quot; 2)I sent to you instead of my intended &quot;Twee-cipient!&quot;",positive
"ooh yay i figured out how to make twitter go to my phone,  bwahaha now i can update on my long car ride tonight bwahahah squared",positive
So much to do ... so little time to get it all done!!!,positive
@taylorswift13 i wish you'd come to dominican republic.,negative
I cried when optimus prime died,negative
"Oh yeah, and watching Finding Nemo with another puzzle to do tonight.  I love my boys.",positive
left 'Naked' at @iarebinky on her little ass bed  even though my feet stll hurt my nite was made ;-),positive
horrible IT day,negative
it's all good. i feel bad for blocking those people  but idk who they are sooo..is it okay that i did that?,negative
"not to worry to have tweets from different languages, BBTrans does the trick",positive
@ariella44 hey rielle  look whos here!  love you,positive
"@Royal1 hey, dude could you moderate my comment on code2ave? or just make me a moderator",positive
Please do Me a Favor and go to Musiqtone.com and vote @VARSITYFC !!! they're losing..,negative
"Yuck, Samm advised me not to pursue Spain and suffering case because of my Metra case. Goddamn knee!! Why can't that case be over?",negative
@notliz @nikasmith I turn a plastic bag inside out usually to cover my pepper-holding hand.  But then later i touched the knife blade.,negative
@jasonbelcher not actually social stuff.. church stuff.. good stuff tho  &lt;3support and connect group and preparing for friday night church,positive
Come on twittet friends I need help I don't know what to do,negative
Very tired,positive
AHHHH my keyboards getting worse :/ my BDAY's in 1 more day,positive
"@Kayla_Elaine as good of a chance as dispatch getting back together. oh wait... i'm seeing DISPATCH on friday  =p but still, really.",positive
"Goodnight danny, sweet dreams to you also",positive
"@demistylesource Okay, haha.",positive
HI!i!i! Just made my twitter profile! Do u like my pic?! Hugz 2 all mi bezziez!  Sic of revisin 4 French test!   Bii! plz c u soon!,positive
@Hollywood_Trey of course I don't mind sweets....I think I got a lil carsick,negative
sa sobrang antok: pba_create_pba_building nai-type ko instead na pba_create_billing_guarantor   hays heavey eyes...,negative
@AdamTyson Lost is simply amazing. I panic at the mere thought that it will end soon. I want to work for the Dharma initiative!,positive
"@mcflymusic Wished I'd seen that! Was a fan of JB before... Sounds awesome, think you should come with them to Sweden later this year..",positive
#turnons boys with A LOT of tats,positive
phones about to die no more texts or tweets noooooooooo,negative
Think I will get up in a mo,positive
"beds calling oh and sandy leg is fixed, need to introduce her to hashim and barnaby and shahrukh",positive
Why does Natural Born Killers have to be on so late tonight?,negative
@ELLEohhELLExx haa haa me and your dad can share. and I didnt see Taylor yet,negative
@cupcake_nyc Someone was tryin 2 talk me in2 Pittsburgh but I don't think I can do it becuz I fly out of Raleigh 2 NYC the vry nxt mornin,negative
"@jordanknight You look pretty hot in it, but you can always give it to me",positive
Drinking break... Alc free Weizen is out...   http://tinyurl.com/mdvqpn,negative
@sucka99 yep 14 days whoop,positive
Rockin' out to Danity Kane.. I still think its shittee that they broke up..,negative
@zane_latta thank you!,positive
@BenMack nice call with Muriel #goodenergy day is coming together,positive
OM NOM NOM NOM thankyou rachel,positive
"thanks to the universe for returning my keys.. Very funny. . Ha ha.. Now one more thing, aim the winning lotto numbers our way",positive
i just want to go home!!! is that so much to ask???,negative
COUGH! i wanna watch supernatural,negative
"@kristy @richardbaxter well poo  that makes me sad. Oh well, it was a trooper",negative
@PotatoPeelPie i have no idea..  i heard that some of the user's acc was missing too.,negative
back on twitter,positive
@chellanglo what a beautiful prayer,positive
Bums - i've just realised i forgot to register to vote tomorrow.,negative
"@UndressJess I do, but its hard to when I am hours away.",negative
@wonkybonkers It's exactly 8 days since I graduated high school.,positive
Omg the fuckin Marshall towed my car !,negative
"i wish i knew someone who took the trig exam, i'm so scared",negative
@Travismtv you have a nice home,positive
I was going to get sun chips but the damn machine won't take my money,negative
@PatsyTravers wooo  thankkkk youuuu )) i'm excited noww! hahaha;,positive
Looks like the Internet just crashed in China - BF disappeared off Skype,negative
Feels sad for the lady on Sunday Night whose kids got stolen,negative
@googledownunder your blog keeps giving me a 502 error   Not seeing the same error with any other blogspot blogs,negative
"@msmcporkchop: i hope they go down in price over here as well, i've wanted one since they came out but i can't afford one",negative
@frambuesas No such thing.  xxxxxx,positive
JULIAN SMITH,negative
@lolagrape That's cute!,positive
@roger_roger say hi to @davidtowers @yetanotherben &amp; @markvarley from me!,positive
i have flu  the only good thing about it is the hot chocolate that my mom do.....lol,negative
@Child_Of_Alice thanks.,positive
Really wish there were a Wawa closer to my home/work.,negative
have a great week everyone!,positive
@Jadedmind I feel your pain.,positive
"if you know how to use a flash based webcam site on linux, hit me up on Aim(oopsypanda) i need help. Can't use stickammmmm",negative
cant help it...i just tweet again even if i am quite away in  my province. the power of 3g mobile telecommunications.,positive
@jimmycarr OMG i shook hands with you  i was that girl at mote park in maidstone. you rockk :L,positive
"@tommcfly : yes, you're the best twitterer here. and soon Mr Twitter Universe.  xx",positive
@DavidArchie come back to malaysia please  ?,negative
@Vampire_Hermes  lets see what happens Friday,positive
"@harmlesskitty so that's what *i* think!  btw, pls don't take offence, i'm always like this... ;)",positive
sat at home doing nothing? looking foward to bakewell next week though,positive
@MeLaMachinko wud u like me to help correct ur bone-leggedness????,positive
@pupismyname I do this from hanging out with chris too much. Damn him.,negative
@ashleyjameson I am SO bitter on SO many levels  I guess u  snooze u loose. Can we pls patent our other idea for airprts when econ turns!,negative
Listening To Kasabian as i am going to be seeing them live soon,positive
"Sorry I get a bit &quot;Mopey Goth&quot; when I'm tired &amp; annoyed. I have to be awake in 10 hours  Going home now, tweet you in 18 minutes!",negative
@Gay_Burns thanks,positive
Thanks for all the new follows folks  My brain is aching from trying to rebuild my iTunes library half awake. Ah well.,positive
come on... drop by 1  74. facebook.com,negative
@Bookfoolery I didn't like Sag Harbor.  #BEAtwittyparty,negative
Just Got Done Eating Some GRITS ! LOL Bout 2 Chill Out 4 A Min.... Prolly Take A Nice Lil Nappy Nap !,positive
sitting watching rock and roller. so totally in love with gerard butler. i think he should be my future husband,positive
"is nervous, surgery tomorrow  ew. And of course its gunna be nice the day after I get it ahha. FML!",negative
"@TierraBarber www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x",positive
"http://twitpic.com/5olhk - If u look real close,u can see my fishing lure hanging from that tree",positive
I've had no dm's all day,negative
At least I saw my friend today. I didn't even talk to him. Only waved. I feel bad..,negative
"don't wanna hurt your feeling, but you did!",negative
Boo. I do not want to leave Florida or my fam.  14 hour trip here we come.,negative
headache from soccer,negative
Can't believe someone got robbed by tweeting they were out of town. Hum...I'm always home &amp; make up places that I'm at.,positive
working on a couple of projects that needs to be done ASAP! hope you're enjoying your Saturday,positive
I'm sad tmrw's monday  well I get to look forward to #musicmonday,positive
@VickiElam And I just followed you,positive
@LinziCasonPhoto Congratulations and good luck for your photoshoot,positive
"@iphonetalktoday Have an iPod touch 32gb already. Running out of space, want something dedicated to music, and has Xbox 360 compatibility",positive
best buy no longer has 5D2 on sale,negative
Plan for today: MORE SUNBATHING!  x,positive
I saw the Dark Knight 9x in the theater. Twilight-10x. I think that The Dark Knight is more quote worthy and I can say every line.,positive
"@deceptacons ugh you and i both, goddamn",negative
@CyndysZoo good for you!! You deserve it!,positive
I am exhausted,negative
Still hungry...maybe I should eat?  Take out again,negative
lolwat prisoner of azkaban is playing AFTER goblet of fire? is it backwards day? no one clued me in,negative
"@SkyeTunes lol hey you!! I'm in Seoul, Korea again.....it's about 3pm. What cha been up to? Hit me on Skype when you can. Miss y'all!!",negative
"@shinsh0ku I'll drop in! I'll drop in for awhile  anything u want Goldie, anything to make u happy",positive
"@davidsmalley np, don't think they were raw unfortunately",negative
"There's an episode of Are You Being Served on tonight at 7 o clock on bb2, that's a rarity!",positive
"@rhuffles don't be lonely, ddongseng",positive
right leg  feeling very numb now from injection,negative
i have no idea how to work twitter!!!,negative
@cypher That's handy to know - for DataMapper. Throwing models and doing relationships with memory backed databases is fun,positive
Missing my jaxon!,negative
@Deltalynn thanks!!! I'm tired of short tho... Growing it back out again... There's no pleasing me,negative
@TheFairest for following u?,positive
I miss my superhero,negative
@FitnessMadeFun Welcome to my friends list!  You're kind of a jack of all trades aren't you?,positive
@katanasquirrel That is an awesome idea. I'll keep that in mind when I get a girlfriend.,positive
that lovely looking bloke came back!!! Said would I look out for his package :S lol. He only meant a delivery lol,negative
Now Hannah Montana  yay,positive
"Listening music, thinking about the way to finish my song and opening my mind to create a new pic  Yiihaaaaaaaaaa",positive
@cookiedorksx3 dont give me that sad face D: lmao noo iluu,positive
Aire_Jaymes: Yo! We don't talk. rofl.,negative
"@TheWineVault jusat got back... with some mead!  got a teeny tiny bit lost, so it was a tiki tour and a half...",positive
shares http://twitter.com/eijay (my twitter page)  http://plurk.com/p/p4rnf,positive
trying to download limewire,negative
@AlexWtheGreat yes i do think so! =S such an idiot!,negative
"@mmkerr yeah can try to teach you something, you probably want to teacdh some words or sentences, so just ask",positive
"@katecameron2002 Oops! Meant Dad gone &amp; I'm good with mum...missed out the important bit there. It's 8 yrs,but she's still not over it",negative
ending my show this morn with metallica's king nothing! tune in at www.katt.com,positive
cut the grass / power washed the front of house - desk - hot tub / cleaned kids pool (65')... i think i need a beer,positive
@BARACKOKITTY :o I didn't even see you! I looked up and saw a float go by with the beat banner in the back. It passed just like that,negative
"@mileycyrus woow!! you read our replies  can't wait to see you here in Brazil, Miley!! You're awesome!",positive
my teef hurt,negative
@RickardInRome thanks  i had fun playing legend of zelda !,positive
"Oh bugger, it's Mike Riley - guaranteed red carpet for the red rabble...",negative
this food is takin ages  ! butties are no jasmines thats for sure !!!,negative
@egower OMG that is too adorable .. I love little furry beasties!   Okay off to Home Depot to get blow-in insulation.  Hope this works!,positive
"Weather is questionable, no more Chicago today   Spring Cleaning instead.",negative
Net down at hme,negative
100 theaters near my place... all playing the same half dozen movies! None of which I want to see,negative
good morning manila  hehe.. its really dark outside.. i bet it will rain too hard today,positive
making pizza at work. i so love my job today,positive
So... Im pritty bored  thought I would tell you guys ;),negative
@HaidaFauzi can i have your recipe for fish porridge please? thank you.,positive
has a raging headache,negative
"@bobtentpeg only two hours? How come? I know that some people are resistant, but some might even faint ;) Whole day off is a must",positive
"@PamelaGlasner Amazing it is! I'm much more sentimental now, and even my fears have grown. But still, I'm more warm inside now.",positive
"At Red Eyed Fly, waiting for King's X to go on!",positive
@unbottledjeanie wa.....is damn &quot;shui&quot; ler....wish you have a nice day after this,positive
Completely Bummed today is the last day of vacation,negative
@pmsumner Pah!  You have it easy!  I have 14Gb of MP3s that need re-encoding...,negative
"doesn't know what's going on. Just realized I hadn't heard from my pen pal, Rebecca, in a while, and just saw she's taken me off FB, too.",negative
@dzys rest well and have lotsa fluid,positive
my ankle is still killing me  steps are dangerous!,negative
ggggrreeeatt day and night  happy day of revising 2moz so night night! x,positive
"....Which means, I'm going to miss the &quot;Transformers 2&quot; blocked screening tonight. =(( God, I miss the world.",negative
REVSION REVSION REVSION,negative
gica's party   2 days.,positive
@ajays What are you doing Thursday?,positive
@JasonPowell some people (not me!) would say that's a good thing...,positive
"2 days! cant wait, the weather better improve it needs to be hot on friday and saturday like  cant wait it will be amazing, still havent",positive
"@chowayu Ahh the soundtrack was great, save for Leonard Cohen, really brought the 80's to the movie",positive
@ilove_shoes in the processs of getting drunk.,positive
ohh s**t... drop by 1  40. blogspot.com,negative
i'm doing nothing this day,negative
Yes; jimmy choo will be making shoes for H&amp;M. Will I be able to walk in them/ afford them? Prolly not,negative
First twitter in a while  Tu me manques,positive
@desieliz don't forget you owe me eightfive dollah ho!  lol,positive
@nickjonas It's not out in Australia till the 19th June,negative
The guys put the CD in their live chat?. I felt horrible but i couldnt 4 my family emergency,negative
still trying to figure this website out!,negative
@shelbyreanee Yay! Thank you!,positive
"@PastaBaby I agree, but I guess it was like &quot;for those of you who don't know,&quot; but only real fans would be on a chat.  Oh, well. We tried!",negative
if only Conan posted my twitter updates on the tonight show,negative
They cut the sound on one of them....,negative
"Dear Friendly Readers,  Hello, and good-bye.    I've become fond of you!  I wi... Read More: http://is.gd/154AP",negative
@stevecarty congrats on the space! Hope to see it soon,positive
"- great day on Sanibel. Saw fish, tried to catch fish, and having pizza for dinner.",negative
BBQing breasts... of chicken... and thinking about tit... willows... while downloading porn,positive
@goodlemax ahaha i dont tell my parents stuff like that x) because if matt found out...he might kill you,positive
"I want to get my belly button pierced, but it will hurt like a SOB!",negative
@BethFishReads Good for you  Just finished Hunger Games..one of those books I could never possibly write a review for..,positive
@anndr0id thanks!!!!,positive
"Went garage salin' today! Box of crochet yarn and a fun vintage apron for me, sweater and World War Z for Ryan. Now...a nap!",positive
Tell me why I still haven't seen Star Trek. I've been dying to see it! Just Fandango(ed) tix for Harry Potter! I'm too happy,positive
"Btw, I obviously I meant &quot;songs&quot; not &quot;sings.&quot; One is a noun and the other, a verb. I'll reprimand myself later",negative
is finally home.  http://plurk.com/p/y5m19,positive
wish i could be doing something fun but homework it is. ugh..,negative
is going to the gym as usual but this time im going over to the guy section with my man to show him how strong i am,positive
@cherylfinfrock hey thanks! i'm psyching myself into doing the right side of the screen alsowhen i've got a few doodling minutes! hehe,positive
I cannot sleep don't know whts wrong with me,negative
@Gabrielle_Union lol lookd at ur page said following 11 people thought you follwd me hdd a happy face but turns out it wasnt blown face,negative
"I hate when they argue, they're like my other family and it just makes me sad",negative
@Trish_HR Yeah but my poor baby girl was diagnosed w/asthma this week.,negative
@justpabs you make me sad,negative
"@lizc2 just watched your video, it's great  did someone have some spare time on their hands? Lol",positive
"-this is my 300th tweet- WOOO!  everyone, go see Up - it was awesome!",positive
3 more days till school reopen!,negative
Dunno what to do... don't love him,negative
im tired but cant sleep,negative
@MattBW  yes i took photography in college but afterwards i never carried on with it,positive
my hair is sooo soft,positive
@ftjl it's paid for by work... just received the report of evryones consumption today. I'm 2nd highest,negative
http://twitpic.com/6cyro ...my baby wen he's a good boy,positive
FACT: sitn on the Eastside w/ the Fam........enjoying this Cherry Raspa,negative
french toast french toast i love french toast!,positive
"@lenje - I normally wait for 1 hour, or 2 hours if I can stand it to let the packs go",positive
going to work nightshift....,negative
why cant i just stay asleep all night long....constantly waking up all night long,negative
Received my preordered clothes from one of the sites I preordered from today.,positive
@OritLevy I can only imagine! I would never want to come home! lol..  Glad ur back safely. Big Hugz!,positive
@DJWood7 wait what was very interesting?  my fave comic? vegan soul food? wolverine review on NPR? /easily confused,positive
@pinkiecharm aww I am sorry your vacation got postponed.,negative
"@wheetle Not sure but I want to  Can't go with ya tom, will be enrolling on the 8th",positive
"@athousandmyles yup. umm, wala ako id  haha",negative
@cyberiagirl Oh no!  There must be some way to replace it. Which session are you going to?,negative
@Crlin have read the excerpt and replied to your email. Love it! hope you found some coffee,positive
doing homework rite now  bac 2 skool 2morrow noooo.......!,negative
Its L word time! I hope I sleep better tonight man,negative
"Sometimes your joy is the source of your smile, but sometimes your smile can be the source of your joy.",positive
loving the sunshine  but missing my boyfriend loads,positive
Hates to see her love go.,negative
School's out,negative
Sore as hell my ass hurts my thighs hurt it hurts when i walk owwwww,negative
@nicksantino you never came to six flags with me.,negative
Stuck indoors because now it's raining like crazy  *sad pouty face*,negative
finally figured out how to get the audio back~!  check out my fanmade video of HyoYoonYul: http://bit.ly/xmwRd,positive
"@amelle_berrabah http://twitpic.com/7h5aq - woahhhhhh. your figure = wow. i'll swap, haa",positive
@Isaaatje Cant c it,negative
@wookim and the consensus was... ?,positive
It`s raining,negative
i forgot how cute Trey Songz was ! lol sorry,positive
I'm on my way home from school  not feeling well,negative
@therealGlambert uhh i cant get you 2 notice me adam;;  and i try and i try and i try and i try;;;i cant get no,negative
thinking and planning,positive
Jk. I just am so mad at him,negative
@ShashiTharoor hello sir. keep up the gud work. all the best.,positive
okay for some reason i feel like ugh!...and the sad part is idk y,negative
thats what you get when you let your heart win,positive
whimpers... nearly 4 hours of Cliff on ITV3... and I have to let her watch cos it's her birthday,negative
"just got up the courage to look at my grades, and you know what, not bad, A,B,C  I thought I did worseeeee",positive
The eyes believe themselves... the ears believe other people,positive
is going SWIMMING at Brittany's house!  NO MORE CAST!!!,positive
how is it already 7:30? just one of those days. back to emailland I go.,positive
You know you've angered the fleet manager when he gives you the battered and rusted unmarked van to use for your equipment pickup.,positive
i wanna go to topshop  please open in torontooo.,negative
@beksxx because ur my friend,positive
@cumidanciki Hallo hallo.. It's GFAD..,positive
"@charliemail haha, aww is it ur imaginary friend??? oj &lt;&lt;&lt; orange juice  u shud stay up til 2 with me  #jonaskevin",positive
@MissFarrah IIGHT HUN I SENT YA EMAILL GOT U,positive
Another 100 plus bucks for takin the baby Jayd to the vet. Got some sort of allergic reaction to something. What next my gosh  ?,negative
Last day of vacation... The a week and a half left of work and I'm off for 3 weeks,positive
my cel phone just broke,negative
Gonna watch the DC United win,positive
Outta work...Finally on my way home! Gotts get ready for class...OMG! These 9 months are gonna be HARD!!!,negative
http://i40.tinypic.com/nef05v.png for another sign contest. i obviously like that font a lot.,positive
Sleepover then going to hike early in ze morningzzz...,positive
will be takin time for herself..is def on that heather headley ish with me time haha,positive
@purplebint Just in time for my complaint. Left it too late I guess,negative
@ShaunSwagger well i have pnuemonia  i got that shit from fuckin miami fl.,negative
my throat hurts,negative
@Chereenz  I'm so sorry,negative
Ya tuu vida y tu me importa un pinchii Bledoo...  It hurts but I can't be bad anymore... Â¬Â¬ :'(,negative
There is now quiet and static-y music in the office.,negative
why are tests soo hard im soo gonna get a back mark,negative
Yay 3 tvs in my room=3 Xbox =happy davie,positive
"Going to work, can't watch http://e3.g4tv.com//e32009/g4onthefloor/wiebecam/ anymore  #wiebe",negative
"@ronanofficial Just wanted to say what an amazing show!!, my best friend and I came to see you guys in cardiff last night, luvd it!!  xxxx",positive
"wearing my best shirt and tie today for a meeting with a client, but noticed a quick shave this morning left a spec of red on my collar",negative
My car is having an oil crisis,negative
Air France flight 447  F-GZCP : loss of cabin pressure at 35000 feet - very slim chance of emergency landing -  very sad!!,negative
"@Dannabug I'm alergic too, but stubbornness prevails! If I'm living with a cat, after about 2 weeks my allergies get immunized.",positive
@jesshibb Which MIO did you get and do you like it?,positive
was really p-o'd when I woke up this morning and realized it was Monday,negative
is very sad  i need a friend but de all asleep,negative
"@frostedfroslass bahaha.... tax folder and phone books, they have such double meanings",positive
"Wooh, just tried the 3d gaming. OMFG it's cool  #gadgetshowlive http://twitpic.com/3l5w9",positive
watchingggg twilight  lol i luv that film!,positive
@hiddenrogue  I know.. sorry babe.,negative
i wish i could   i miss you!,positive
After having the stomach flu for 3 days I feel a little better,negative
goodnight!  that dodger game really burned my wallet and me :/,positive
Don't think I'm going to make it to open houses today...  The allergies have given way to a cold!?! What a waste of a beautiful day!,negative
@Littleradge did you sign it little radge?,positive
@Bikermomma Good morning hope your coffee is good and your day is even better!,positive
I miss her so much  I just wish it was next Sunday already so I could see her..,negative
"There is a stray cat on campus that looks like Garfield. The students are always feeding him, so he is very fat. Like me.",positive
Hasn't been this sick in a really long time. sadly having to cancel my dress shopping date with mom and dad,negative
Black Keys tore the roof off the Fox Theater last night! Now it's off to Oysterfest @ Chandon. Ugh...My head,negative
@sammianne does not what my nuts,negative
Enjoyed Starbucks today..without guilt...I'm not addicted.,positive
is afk. Will eat daily dose of chocolate but will workout afterwards. Tata.  http://plurk.com/p/vfa18,positive
and now Im off to bed,positive
i hope youre okay  ha im so gay crying at the dentist,negative
@mcflychloe94 Yuup!!  Going to be amazing. And its Cara  xO,positive
hahahah im STILL laughing!  thanks chris &lt;3,positive
yess! my solnischko is coming over to learn biology with me,positive
isnt going into work until 1 or 2.. excited for the 19th,positive
Arrrrrrrgggggggghhhhhhhhh! Am switching off radio now. Am feeling very very depressed! Horrid week!,negative
@petersaints thank you,positive
"Sooooo have to piss right now, cant find the energy to want to unleash the fury",positive
Waiting for the new Monkey Island bg image to load to the twitter profile. Perhaps it'll work tomorrow.  #monkeyisland,positive
why am i so tired?,negative
@Chinitapr3 i was working in NY (big mess). i'll be around this week...CHINA GRILL,positive
Drink a bottle of wine by myself last night and feeling a little crap this morning - damn gotta go to work now,negative
"@Jean_o Thank you for retweeting that wonderful quote, Jean!",positive
@JLucky419 thnx bud... and i could be better 2... i think i should take it to bed.,negative
"in Alaska with Tanya,Alice and family",positive
UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there's a $590 repair and still no tires.,negative
You're not asleep,negative
@mparaz Sounds like a good weekend to spend.,positive
"had the best weekend! Love friends, family, church, SHE (www.sherescuehome.org)... Now for sleep... Early night tonight (b4 midnight)!!",positive
I hate when people use my ideas and dont give me credit,negative
"Gara2 salah jalan, I arrived so late at the Vita Charm event. Now sitting among FD-ers who all look positively gorgeous  -Koukla",positive
"@iceSCREAMflor Right now at 9. But my ghetto ass TV doesn't want to show it. Lmfao, I'm sad",negative
"nice, followed a tweet to its owner and found a lot of my favourite magicians in the follow list",positive
For once....all of my homework is done....I don't have to stay up till 1 am,positive
Omg dallas lost last second to a 3pointer by carmello   Yao is out for the rest of the playoffs. Easy win for LA now.,negative
"@theBrandiCyrus prison break is AMAZINGGGGGG, i dont watch it anymore though",negative
Good morning......damn it's COLD cum over and let me warm you up,positive
@keshav thanks... corrected.,positive
"Sweet dream lovies. I'm trying to fall asleep now. See you all Sunday night, miss you &amp; I'm finally feeling better!",positive
@unredacted @warneronstine not here either  poo,negative
i want chocolateeee,negative
@m_scissorhands yess please  errr which ones were they? speed and...?,positive
@mmmystique @AmyLoves0322 thanks a lot  have a nice day and keep supporting ;) xxx SaKi,positive
"This time, I definitely need new shoes. Seriously. They don't stay on very well anymore.",negative
Hopes that rainbow socks cure colds. It's making my air bubbles painful,negative
@bopeepsheep It's quite scary how events within living memory so quickly become ancient history. OK yah!,positive
Last night in nyc  I love the ritz central park!!! B-utiful hotel xxx,negative
Feelin like dump. Sitting in class doing this. ovb. Make me feel betterrrrr,negative
@greenegeek you should have stayed home if your mouth hurt.,negative
headachey,negative
Wanted to use @snitter but realized that it's broken under AIR 1.1  #fail #snitter,negative
@beckylovesmcfly heeeeeeyyyyyyyyyy twas great ill see you in bout half an hour after i write this cus im coming down to school to see you,positive
@saul_c Sadly not. Paul hasn't been yet. Is due in a couple of weeks. He's stolen all my courses! Should've been my gig!,negative
@iconermaddyct I wish I could get twitter to upload my background of M,negative
carmine eggs  then u.s. regents till 1ish?,positive
can someone give me a flippin job? just because i have no experience or proven skills and a weird face...,negative
missing my baby boo soo much! can't wait to see him on the 19th,positive
"@Jonafun Oh! When I go up north to see family I have no phone, internet or contact w/ the outside world. Lucky!",positive
Imma read Nick and Norah's Infinite Playlist tomorrow. PS: I finally watched What Happens in Vegas. It was awesome!,positive
I saw a car that looked identical to the one on the show the other day! I was so excited but no one understood my happiness  @laurapete,negative
I'm sitting behind my computer and made a acount on twitter  now my friends are proud.,positive
havent been on in awhile.  no point anyways,positive
out of the shower now. the stink is gone! gonna dress and head to dinner,positive
Is at the Y... Last day,negative
@choitotheworld Gross Mary,negative
hmm xboxes baffle me so...why is there no cable connecting the pad...im out of my depth back to the playstation with me,positive
